tx_price,sqft,restaurants,groceries,nightlife,cafes,shopping,arts_entertainment,beauty_spas,active_life,median_age,married,college_grad,property_tax,median_school,num_schools,tx_year
490000,1301,77,8,7,17,83,6,38,24,38,87,78,548,9,3,2016
295000,1302,63,4,5,5,38,4,42,12,30,46,36,179,7,3,2005
650000,1309,51,7,7,9,44,5,21,31,30,65,81,511,9,3,2012
580000,1323,62,9,9,11,68,7,41,38,37,41,53,526,3,3,2010
330000,1368,18,2,0,0,23,1,11,7,40,68,50,291,4.5,2,2013
299990,1382,9,1,0,3,8,0,15,5,28,85,31,241,6,3,2007
389900,1404,3,1,0,0,15,1,1,6,33,62,44,348,6,3,2013
430000,1506,8,1,0,1,12,0,4,10,48,66,85,404,7,3,2004
482413,1520,67,3,11,9,123,6,51,12,38,81,65,377,3,3,2005
325000,1568,44,2,8,3,65,7,21,18,30,65,69,299,8,3,2005
500000,1618,46,7,5,6,60,2,41,10,40,83,82,372,1,3,2007
656500,1846,109,17,6,15,91,6,32,25,38,76,85,522,9,3,2007
296000,1860,81,8,4,10,181,5,49,23,33,66,83,430,7,3,2000
399000,1928,60,13,4,2,46,3,34,8,31,91,17,351,3,3,2014
200000,2175,70,8,9,7,82,5,48,37,36,81,80,771,9,3,1995
225870,2622,35,5,3,4,32,2,14,14,34,76,73,471,6.5,2,1995
359000,816,62,12,5,6,33,8,29,25,33,52,38,352,5,3,2012
349900,816,60,10,5,7,25,3,48,13,33,52,38,368,5,3,2007
255000,879,26,10,2,2,28,1,19,4,41,70,61,327,4,3,2009
255000,884,95,11,14,12,96,5,52,32,39,64,34,360,3,3,2012
232500,890,39,5,4,1,41,0,11,2,40,75,47,233,5,3,2007
405000,922,62,13,12,9,41,18,48,45,33,35,87,309,6,3,2014
429900,966,0,1,0,0,2,0,2,1,36,62,63,344,6,2,2005
249600,969,21,3,1,3,45,2,11,7,33,50,36,184,5,3,2005
299000,972,38,8,3,6,47,1,31,9,42,76,25,336,4,3,2011
246700,997,30,10,1,1,19,3,12,3,32,45,47,245,3,3,2012
360000,1009,96,7,15,13,84,6,57,15,45,61,42,351,4,3,2012
349900,1036,32,12,2,3,35,1,28,8,31,89,26,278,4,3,2007
280000,1040,28,5,2,0,14,1,22,6,40,47,5,211,3.5,2,2005
350000,1060,28,6,1,1,20,0,17,13,39,70,52,308,8,3,2014
339500,1064,32,3,0,7,86,3,26,10,35,69,80,180,9,3,2006
320000,1084,119,6,21,23,302,6,98,35,36,42,67,274,8,3,2005
299000,1092,26,1,3,3,56,1,15,4,37,70,36,344,3,3,2010
305000,1092,22,5,1,1,16,1,6,11,37,61,56,319,5,3,2008
325900,1100,19,1,0,3,17,0,8,11,42,56,81,286,6,3,2012
310000,1102,58,9,9,10,60,10,35,45,32,78,83,406,3,3,2004
358000,1104,40,4,4,2,31,4,13,9,35,49,84,323,6.5,2,2013
200750,1131,38,2,3,5,64,2,65,18,40,75,57,249,9,3,2008
257600,1144,21,3,1,5,13,3,13,13,41,73,60,258,5,3,2004
280000,1152,25,7,1,0,15,2,22,12,35,69,25,310,3,3,2013
258000,1178,0,0,0,0,2,0,0,0,36,83,66,295,9,3,2011
415000,1200,22,10,1,3,29,1,17,2,41,70,61,368,4,3,2014
339000,1200,65,14,5,2,49,3,40,10,29,85,36,359,3,3,2009
249000,1200,65,14,5,2,49,3,40,10,29,85,36,368,3,3,2001
500000,1208,14,1,0,0,7,1,4,6,43,90,69,353,8,3,2005
345000,1211,70,13,7,4,71,3,40,13,30,88,40,397,3,3,2012
280000,1214,14,2,3,4,19,1,8,12,32,67,70,347,3,3,2003
285000,1220,0,1,0,0,2,0,2,0,33,58,44,278,6,2,2008
439900,1220,21,4,1,5,16,1,18,11,34,66,72,359,8,3,2006
428000,1220,33,5,3,5,22,1,21,12,34,36,86,364,8,3,2014
417000,1220,33,5,3,5,22,1,21,12,34,36,86,368,8,3,2014
410000,1220,72,14,2,9,58,1,51,26,40,68,63,327,5,3,2006
525000,1224,15,1,0,4,11,2,13,10,46,54,73,430,4,3,2005
392000,1225,111,10,10,12,90,7,74,23,42,58,42,341,7,3,2013
252500,1228,53,4,7,4,77,1,35,10,31,73,26,209,4,3,2004
375000,1232,16,6,1,3,26,0,3,6,33,82,47,254,3,3,2005
375000,1232,11,2,0,4,7,2,5,7,39,87,73,315,8,1,2006
378000,1240,76,10,11,9,89,4,51,30,39,64,34,335,5,3,2009
485000,1254,12,2,0,7,6,0,0,5,47,66,62,457,5,3,2012
445900,1258,48,3,9,2,21,20,29,42,30,34,70,349,6,3,2009
335000,1260,54,10,4,7,22,2,25,11,33,52,38,376,5,3,2009
271000,1260,0,0,0,0,0,0,0,0,48,76,47,303,8,3,2013
399900,1267,30,5,2,3,21,1,11,7,44,79,47,409,4,3,2010
275000,1276,20,4,1,1,13,1,5,10,41,66,40,340,6,3,2010
333000,1280,24,5,1,1,19,0,16,13,36,75,64,311,9,3,2008
324000,1280,16,1,1,4,19,2,5,13,39,72,60,302,7,1,2011
440000,1285,6,1,1,0,22,0,4,6,39,80,44,399,7,2,2013
575000,1287,27,3,3,3,34,3,17,15,40,64,77,528,10,3,2016
275000,1296,19,10,1,1,20,0,23,5,31,79,30,269,3,3,2009
425000,1304,18,2,0,1,12,1,16,9,36,92,76,381,7,2,2014
295000,1304,89,5,9,5,34,2,49,13,32,83,31,245,5,3,2005
319900,1320,10,2,0,1,10,3,5,7,46,78,77,295,7,3,2004
340000,1320,18,3,1,4,14,3,8,13,46,78,77,295,7,3,2012
258000,1320,36,4,2,2,60,6,27,13,32,82,29,174,4,3,2005
370000,1320,71,8,10,5,99,1,52,12,31,73,26,242,4,3,2005
700000,1325,9,1,0,3,9,2,12,10,46,54,73,548,4,3,2005
200000,1330,32,1,0,3,27,6,19,25,47,51,77,211,7,3,2010
242990,1330,14,3,1,0,5,0,13,2,29,82,44,232,4.5,2,2010
320000,1331,73,13,3,6,57,2,51,22,34,71,55,344,5,3,2015
319950,1332,15,1,2,2,31,2,13,12,35,71,54,324,7,3,2007
250000,1332,63,9,4,6,101,3,35,22,34,48,62,258,9,3,2011
235000,1334,47,7,2,2,36,5,31,26,29,48,29,237,3,3,2014
211500,1338,74,5,8,12,89,11,34,30,61,38,66,184,7,3,2012
350000,1340,6,1,0,1,6,0,12,8,38,80,49,389,8,3,2005
209900,1342,30,1,5,2,40,0,18,6,37,60,54,202,4,3,2014
390000,1342,12,2,0,2,12,3,10,9,35,55,71,344,6,3,2013
416000,1344,19,4,0,0,14,2,3,7,46,69,29,332,4,3,2006
245000,1348,22,4,3,3,28,0,24,12,29,63,51,251,7,3,2010
236000,1348,0,0,0,0,5,0,0,2,31,80,47,286,6,2,2008
238500,1350,0,0,0,0,2,0,2,0,36,83,66,327,9,3,2011
440000,1352,1,0,0,0,0,0,0,3,46,81,53,409,5.5,2,2011
250000,1360,13,6,0,3,22,0,3,6,42,66,56,278,3,3,2011
239900,1360,57,4,7,4,71,5,39,12,29,80,24,250,8,3,2011
325000,1362,8,1,0,3,10,1,10,10,60,15,63,245,4,3,2007
309900,1368,11,1,3,1,14,3,7,7,29,78,73,378,8,3,2011
293000,1370,62,5,7,4,27,2,50,16,32,83,31,255,5,3,2014
459000,1370,49,6,6,4,44,4,18,14,36,39,84,359,5,2,2005
297000,1374,81,7,7,6,42,5,40,14,33,62,51,311,8,3,2009
249000,1375,44,7,2,4,39,4,24,18,39,62,81,359,5,3,2001
455900,1380,57,7,7,5,50,6,34,17,39,49,54,352,6,3,2013
375490,1380,36,2,6,5,36,0,11,7,36,61,64,278,7,3,2004
375000,1400,90,9,17,5,36,22,44,48,32,49,46,388,4,3,2013
271000,1400,78,3,13,10,65,4,38,12,41,75,56,192,7,3,2005
350000,1400,11,2,0,2,9,3,7,12,35,55,71,327,7,3,2010
368253,1400,21,4,1,2,14,1,10,10,31,77,69,310,7,2,2005
399000,1404,12,2,0,7,7,0,0,6,47,66,62,434,5,3,2009
290000,1404,96,7,16,10,85,5,54,15,44,89,46,377,4,3,2010
331000,1408,42,6,1,3,29,2,31,7,32,64,41,193,4,3,2006
300000,1408,38,0,5,6,109,4,25,10,37,64,55,356,7,3,2008
462330,1418,27,6,5,7,34,2,19,16,44,70,54,458,8,3,2013
317500,1421,60,14,4,5,83,3,16,11,43,73,41,336,3,3,2003
209900,1440,2,1,0,1,6,0,2,2,36,75,35,286,4,3,2015
299900,1440,96,8,7,9,49,6,48,15,38,68,53,295,8,3,2008
347644,1442,96,7,15,13,86,5,58,15,40,73,44,318,4,3,2016
279900,1444,9,1,1,2,9,1,11,10,39,89,74,358,6,3,2012
385000,1446,132,9,13,15,79,9,49,49,55,23,42,277,5,3,2011
330000,1452,21,5,2,1,17,0,14,8,32,46,58,244,8,3,2007
360000,1452,13,6,0,3,21,0,3,6,42,66,56,299,3,3,2007
455000,1452,10,2,0,1,11,3,5,7,35,55,71,389,6,3,2015
324000,1452,25,2,0,2,25,1,15,8,35,93,62,325,6,2,2015
350000,1452,3,0,0,0,1,0,1,7,40,92,79,349,7,3,2004
400000,1456,14,2,4,2,8,3,3,9,38,83,67,348,6,1,2005
262000,1459,1,0,1,0,1,1,0,1,37,86,41,308,5,3,2012
475000,1468,41,6,2,2,26,1,19,7,42,71,20,467,4,3,2009
420000,1475,65,12,7,3,72,3,38,9,30,88,40,504,3,3,2014
467000,1483,124,12,10,15,111,12,65,41,32,32,88,450,7,3,2011
440000,1484,21,3,1,3,17,2,13,8,42,55,72,307,7,3,2005
309900,1496,0,0,0,0,6,1,0,10,31,68,54,323,8,1,2011
444000,1496,32,3,2,1,24,1,15,10,44,77,53,295,8.5,2,2005
345000,1501,32,3,2,1,24,1,15,10,44,77,53,327,8.5,2,2007
400000,1503,38,13,2,5,48,2,22,3,34,40,36,368,4,3,2011
223500,1506,72,12,10,9,95,1,54,26,47,28,42,255,2,3,2003
341500,1508,7,1,0,3,10,2,10,7,41,62,41,409,4,3,2009
306000,1510,72,12,10,9,95,1,54,26,47,28,42,251,2,3,2013
438950,1512,42,4,1,7,35,3,21,24,45,61,70,385,6,3,2006
340000,1514,70,10,3,8,93,5,40,24,34,58,76,286,7,3,2008
260000,1518,25,2,3,3,8,0,9,6,39,36,37,257,8,3,2010
415000,1522,0,0,0,0,1,0,0,3,44,77,62,352,6,3,2014
345000,1524,31,13,0,5,41,2,18,2,41,70,61,317,4,3,2012
320000,1532,10,1,1,0,9,0,11,8,36,75,64,360,9,2,2016
399900,1534,67,14,4,6,95,3,20,17,43,73,41,409,3,3,2003
228000,1540,4,0,1,0,4,1,10,8,34,82,35,269,6,3,2010
239000,1540,3,0,1,0,4,1,1,3,34,82,35,266,6,3,2010
310000,1541,0,0,0,0,1,0,0,0,46,92,35,307,8,3,2012
415000,1544,95,22,17,14,94,7,40,21,40,50,55,430,3,3,2011
385000,1546,13,7,1,1,23,1,12,8,40,76,64,359,4,3,2009
325000,1548,44,7,1,2,40,2,24,13,34,59,63,433,8,3,2007
245000,1550,132,16,16,17,109,6,60,37,48,60,77,635,9,3,1999
324999,1554,22,10,1,3,33,1,22,6,41,62,41,284,4,3,2014
469335,1556,108,5,20,22,242,4,95,31,39,79,76,524,8,3,2004
607000,1560,13,6,0,3,10,1,4,4,52,81,73,562,4,3,2007
460000,1564,11,6,0,3,9,0,3,6,37,85,72,397,3,3,2005
381000,1574,134,5,22,28,314,7,96,34,64,52,63,360,8,3,2006
305000,1575,10,3,2,1,16,1,18,10,38,69,42,228,8,3,2007
272500,1582,0,1,1,0,3,0,1,1,45,80,80,438,6,3,2002
395000,1586,33,5,2,4,31,2,14,12,34,80,70,426,6.5,2,2013
450000,1590,47,3,3,4,51,2,32,13,38,78,51,397,6,3,2006
300000,1593,49,1,4,6,158,3,31,14,40,40,74,307,7,3,2009
243000,1594,53,5,6,8,51,4,35,14,31,61,38,409,4,3,1998
449835,1600,61,4,7,5,35,4,37,12,30,60,69,344,7,3,2008
214000,1600,27,4,3,1,22,3,23,14,35,80,72,425,5,3,1997
290889,1600,0,0,0,0,5,0,0,3,31,80,47,294,8,3,2010
212000,1614,5,2,0,1,4,0,2,4,31,68,17,367,3,3,2010
384900,1614,52,4,8,4,70,3,44,9,29,80,24,259,4,3,2005
428002,1620,32,13,0,5,42,2,18,2,29,58,21,324,4,3,2006
540000,1621,17,1,1,1,26,0,4,2,34,77,71,344,8,3,2005
422000,1624,16,4,0,2,14,0,13,6,34,62,72,377,8,3,2013
218000,1625,18,2,1,3,11,3,11,10,34,49,54,307,6,3,2003
289990,1629,11,1,3,1,14,3,7,7,31,57,78,286,8,2,2009
355000,1632,28,1,2,1,32,3,25,11,36,83,74,373,8,3,2004
499900,1636,69,9,14,12,60,9,35,49,37,41,53,469,4,3,2005
265000,1637,4,1,0,2,9,2,13,5,37,69,60,368,6,3,2009
365000,1638,98,18,18,18,93,8,49,20,52,33,53,326,3,3,2010
209900,1640,0,0,0,0,4,0,1,1,36,80,67,325,7,3,2003
347903,1640,36,13,2,1,30,1,26,6,40,57,57,319,3,3,2004
297000,1650,7,2,0,0,9,1,6,12,37,78,45,352,5,3,2009
600000,1654,110,19,6,13,86,3,26,19,28,71,37,520,3,3,2008
450000,1661,27,7,5,8,28,1,24,6,54,55,81,409,9,3,2007
395000,1661,7,0,3,1,5,2,4,2,34,73,73,340,8,3,2014
232600,1662,10,1,1,3,13,1,11,7,34,82,35,286,6,3,2012
550000,1672,30,5,3,4,29,2,30,15,33,53,71,541,9,3,2008
255000,1672,0,0,0,0,6,0,0,0,31,80,47,300,6,2,2010
407200,1674,9,1,0,3,7,0,13,5,32,78,58,327,6,3,2005
485000,1682,30,10,1,4,32,1,19,4,41,70,61,418,4,3,2013
226000,1682,37,6,5,4,41,1,39,11,33,60,56,300,3,3,2009
395000,1682,0,0,0,0,6,0,0,0,31,80,47,290,6,2,2005
389990,1686,26,3,1,4,27,2,18,11,29,81,41,286,9,1,2004
489000,1691,7,2,0,1,14,0,9,8,40,76,64,426,4,3,2012
247640,1692,26,4,0,2,45,0,18,15,42,65,65,434,5,3,1999
525000,1695,66,10,5,10,23,6,49,14,56,24,66,352,5,3,2006
525000,1696,117,8,12,13,69,7,51,48,39,88,93,471,5,3,2012
271900,1705,88,17,18,18,88,6,47,25,59,54,57,290,3,3,2008
679370,1706,25,6,4,7,33,2,19,13,44,70,54,594,8,3,2013
360000,1708,29,3,2,3,15,2,14,6,34,62,72,377,8,3,2010
600000,1710,204,11,40,28,134,10,74,79,36,25,91,630,9,3,2006
215570,1722,25,4,1,5,15,1,20,12,34,66,72,400,8,3,2001
450000,1725,8,2,0,2,9,1,4,8,44,89,87,450,5,3,2008
342500,1729,67,13,4,5,55,2,49,22,34,71,55,319,5,3,2010
566700,1734,51,6,8,9,54,7,36,38,42,66,77,526,3,3,2011
430000,1750,8,1,0,1,12,0,4,10,48,66,85,404,7,3,2004
319500,1752,26,7,4,5,28,1,20,14,28,44,52,337,2,3,2003
335655,1760,13,1,1,1,8,2,12,6,32,78,57,299,6,3,2005
539900,1768,60,7,8,6,58,6,35,14,39,49,54,458,6,3,2005
529600,1770,14,6,1,1,13,0,17,5,50,89,60,392,3,3,2005
446151,1778,53,12,10,11,38,7,35,20,43,32,66,428,2,3,2011
285810,1784,11,1,3,1,15,3,7,7,31,57,78,305,8,2,2010
457091,1786,116,13,11,9,110,7,83,25,38,89,56,337,7,3,2013
429000,1787,26,3,4,2,15,3,13,10,33,70,80,392,5,2,2012
214900,1793,2,1,0,0,2,0,1,1,45,91,61,334,8,3,2000
203000,1800,109,18,6,14,94,6,32,29,36,80,84,561,9,3,1996
346000,1800,6,1,0,0,7,1,9,8,37,79,75,327,5,3,2014
630000,1806,6,3,0,1,5,0,4,8,46,71,62,594,4,3,2006
321610,1806,17,1,1,3,17,0,8,7,41,70,65,378,3,3,2002
399900,1810,14,1,0,1,25,4,18,8,32,82,45,354,8,3,2005
340000,1814,7,0,0,0,9,0,3,5,32,78,45,360,3,3,2007
349900,1823,29,1,2,5,37,1,19,14,40,77,68,396,7,3,1999
262000,1828,2,0,0,0,9,2,2,10,41,89,61,343,4,3,2011
365000,1833,19,5,0,1,14,0,9,8,39,84,51,319,8,3,2007
291000,1836,0,0,0,0,5,0,0,0,31,80,47,290,6,2,2012
300000,1840,21,4,1,2,14,1,10,10,31,69,61,329,7,2,2008
345000,1842,78,18,15,15,70,6,45,30,45,47,54,327,3,3,2006
325000,1842,8,0,0,0,9,0,9,13,37,97,74,329,7,3,2008
290000,1848,6,2,0,1,10,2,15,5,37,69,60,367,6,3,2010
293000,1854,68,14,7,3,52,3,39,10,29,85,36,303,3,3,2002
247000,1857,46,10,4,1,42,0,20,3,40,75,47,274,5,3,2010
382921,1858,22,1,4,0,18,1,12,9,40,68,70,471,6,2,2003
643000,1862,55,9,3,6,46,6,18,36,41,57,78,551,9,3,2012
367139,1864,11,1,3,1,15,3,7,7,31,57,78,313,8,2,2007
309000,1866,46,3,8,5,32,3,24,13,43,70,52,392,4,2,2008
446000,1875,63,3,6,8,79,12,25,30,41,56,74,401,7,3,2011
420000,1878,8,2,0,2,9,1,4,6,44,89,87,434,5,3,2008
370000,1884,28,6,0,4,33,5,19,26,35,54,72,375,4,3,2003
385000,1885,123,9,19,22,128,20,127,47,36,37,80,586,4,3,2000
450000,1900,54,6,7,6,49,1,26,25,35,28,89,390,2,3,2010
279900,1910,18,1,3,0,7,1,8,6,42,80,63,377,6,2,2002
496876,1912,8,2,0,2,3,0,7,5,31,93,76,402,7,1,2005
339900,1918,7,0,3,1,5,2,4,2,34,73,73,352,8,3,2003
675000,1920,22,1,1,2,21,0,21,6,40,73,86,553,9,3,2006
471500,1934,46,2,2,9,158,6,31,9,38,56,75,426,9,3,2013
565000,1936,84,18,4,7,83,6,25,32,41,69,56,464,5,3,2014
400000,1940,164,11,39,27,104,11,82,86,36,64,90,683,9,3,2002
445000,1950,39,6,3,2,38,1,22,5,39,74,57,411,4,3,2016
526000,1984,79,8,4,9,180,6,49,23,34,58,76,482,7,3,2012
350000,1988,7,1,1,0,23,1,5,7,37,81,34,336,6,3,2015
474000,2008,2,0,0,0,2,0,2,8,37,97,74,392,7,3,2005
400000,2008,26,3,1,3,13,1,16,7,34,91,59,426,7,2,2008
667000,2014,56,7,9,3,23,15,33,39,33,47,45,540,4,3,2007
489000,2016,38,5,7,5,47,6,24,34,30,65,81,611,9,3,2003
400000,2017,26,3,4,2,15,3,13,10,33,70,80,378,5,2,2004
753000,2030,10,3,1,3,16,7,9,18,41,78,81,647,9,3,2007
548000,2036,52,6,6,10,90,5,33,22,39,85,55,545,8,3,2010
310000,2038,0,0,0,0,0,0,0,1,36,81,49,352,7,3,2011
303000,2038,12,0,2,3,16,0,8,9,32,64,57,373,7,3,2009
395000,2051,10,3,3,1,17,1,18,11,43,88,57,277,8,3,2005
482500,2062,20,7,0,3,28,5,13,23,35,54,72,375,4,3,2013
260000,2076,0,0,0,0,0,0,0,4,30,94,84,339,7,3,2004
270000,2079,88,17,18,18,88,6,47,25,59,54,57,278,3,3,2014
545000,2084,5,2,1,0,9,2,2,2,43,74,70,463,6,3,2014
312000,2089,193,7,34,38,194,11,61,33,45,32,79,474,6,3,2000
344000,2097,7,1,1,0,3,0,5,5,36,70,39,296,8,1,2004
450000,2100,0,0,1,0,3,1,1,3,40,86,74,466,6,3,2006
320000,2100,29,3,2,4,41,1,18,10,35,50,66,300,7,3,2007
422500,2102,41,8,2,6,29,6,23,25,40,85,25,356,5,3,2014
365000,2106,69,15,16,16,60,8,39,24,52,65,82,413,2,3,2002
352500,2112,41,14,2,4,58,3,18,5,43,74,70,429,4,3,2015
615000,2112,39,9,2,6,28,4,21,20,49,48,52,537,6,3,2013
451675,2121,12,1,1,1,10,0,14,4,34,67,61,402,7.5,2,2005
485000,2128,69,15,16,16,61,8,38,24,52,65,82,406,2,3,2004
369000,2130,12,1,1,1,13,0,14,4,31,67,79,426,7.5,2,2004
600000,2140,126,8,29,16,47,11,43,40,45,61,83,647,6,3,2008
599900,2146,139,9,26,21,55,14,44,41,45,61,83,496,6,3,2004
699000,2155,50,13,7,9,43,8,44,25,32,34,76,515,2,3,2005
279000,2172,103,5,17,21,235,4,90,31,39,79,76,569,8,3,1999
590000,2201,55,10,3,4,50,4,40,28,41,70,95,554,9,3,2008
327990,2204,26,3,1,4,27,2,18,11,29,81,41,264,9,1,2004
261885,2215,19,2,1,5,25,2,13,9,32,84,48,237,8.5,2,2009
705000,2220,41,6,7,4,46,13,28,30,34,57,72,575,4,3,2010
284857,2236,77,12,6,5,76,0,47,23,42,65,65,500,5,3,2000
395000,2269,21,3,3,2,26,2,21,12,37,85,53,321,7,3,2006
304320,2296,2,0,0,0,6,0,1,1,31,80,47,317,8,3,2010
409900,2313,0,0,0,0,0,0,5,3,34,67,61,422,8.5,2,2007
261250,2320,5,1,0,0,4,0,1,4,46,81,53,356,5.5,2,2015
385000,2328,88,7,7,8,48,6,55,17,30,46,36,303,7,3,2012
359000,2328,88,7,7,8,49,6,55,17,30,46,36,299,7,3,2011
588000,2370,66,11,8,8,70,2,50,16,31,50,37,465,1,3,2010
340000,2376,0,0,0,0,1,1,0,0,46,92,35,370,8,3,2012
250000,2384,19,2,1,5,25,2,13,9,32,84,48,245,8.5,2,2009
646319,2392,58,5,4,7,79,5,85,25,47,41,78,778,9,3,2001
772890,2432,37,5,4,4,38,2,37,16,33,53,71,688,9,3,2013
505000,2437,84,14,3,6,58,2,57,21,34,71,55,471,5,3,2010
653931,2439,84,14,3,6,57,2,54,21,34,71,55,467,5,3,2007
305000,2464,58,5,8,4,71,4,46,12,29,80,24,277,4,3,2014
389000,2490,14,1,1,1,14,1,13,7,28,76,42,312,8,3,2006
333500,2499,11,1,3,1,14,3,7,7,31,57,78,325,8,2,2013
297283,2500,39,5,8,3,46,13,27,13,40,62,32,300,4,3,2012
535000,2526,34,7,1,5,25,4,22,23,49,48,52,524,6,3,2004
626934,2539,61,2,5,11,166,6,36,10,32,69,70,520,7,3,2007
311370,2552,0,0,0,0,1,0,3,3,34,67,61,310,8.5,2,2009
332320,2552,39,4,1,1,17,3,28,31,38,96,76,337,7,2,2012
395841,2564,0,0,0,0,1,0,0,1,33,76,56,352,8.5,2,2008
378672,2591,0,0,0,0,0,0,2,3,34,67,61,320,8.5,2,2007
378672,2591,0,0,0,0,0,0,2,3,34,67,61,320,8.5,2,2007
502000,2600,7,2,0,2,10,2,7,8,44,86,90,573,9,3,2003
452145,2611,9,1,0,0,7,2,4,5,32,94,62,322,8,1,2005
254400,2662,0,0,0,0,0,0,0,1,42,72,60,606,8,3,1997
699900,2665,128,11,29,25,188,12,71,37,57,13,83,1008,6,3,2001
325344,2700,14,2,0,1,7,3,5,4,37,69,36,289,6,3,2010
497500,2729,237,9,47,43,289,23,95,88,31,29,90,871,8,3,2000
392235,2766,11,1,3,1,15,3,7,7,31,57,78,329,8,2,2007
280000,2796,59,5,4,7,79,5,86,26,50,57,77,606,9,3,2000
401195,2821,7,1,1,0,4,0,5,4,40,83,52,317,8,1,2007
465000,2872,1,0,1,0,2,0,1,3,47,81,79,573,6,3,2016
387500,2875,193,7,34,38,194,11,61,33,45,32,79,1511,6,3,1994
760000,2900,23,3,1,6,22,1,13,9,40,87,63,594,9,3,2004
525000,2952,37,6,2,4,38,3,15,20,56,58,54,471,5,3,2004
462790,3040,24,1,5,0,12,1,8,13,40,80,66,436,8,3,2004
544000,3050,7,1,0,3,10,2,10,10,47,80,81,647,4,3,2003
376968,3102,5,0,1,0,3,2,5,3,40,88,65,367,7.5,2,2012
370000,3187,0,0,0,0,0,0,0,0,46,92,35,352,6,3,2003
425000,3194,30,2,1,1,6,0,8,7,36,61,61,963,8,3,2001
495900,3416,0,0,0,0,0,0,0,1,54,72,60,509,7,3,2007
519900,3477,35,1,2,1,42,4,32,15,32,82,45,523,8,3,2004
275000,500,15,2,2,1,25,1,11,7,32,96,70,363,8,3,2008
575000,962,19,4,1,4,15,1,8,5,44,79,47,516,4,3,2005
212000,1080,18,1,3,0,8,1,8,5,41,62,85,303,6,2,2002
342000,1116,19,14,1,0,36,1,25,5,37,82,63,307,3,3,2004
619000,1137,1,0,0,0,2,0,0,5,42,87,92,573,10,3,2014
290000,1163,60,12,5,4,60,2,35,11,43,72,65,360,4,3,2008
370000,1170,12,5,1,1,26,0,6,5,35,76,48,269,3,3,2005
451000,1188,90,8,7,11,102,5,43,34,46,70,77,393,8,3,2005
385500,1220,31,6,2,5,30,5,27,18,35,55,73,326,5,3,2005
295000,1220,39,7,3,2,28,4,29,13,35,80,72,344,5,3,2010
235000,1226,7,1,0,2,5,0,5,4,44,72,44,301,6,3,2011
343000,1240,61,4,6,5,36,4,38,10,30,60,69,295,7,3,2008
355000,1247,23,4,0,3,21,3,14,21,49,48,52,430,5,3,2015
425000,1280,70,4,13,7,62,0,29,10,44,89,46,245,4,3,2006
335000,1280,20,5,1,3,24,2,20,15,35,70,73,410,8,3,2016
332271,1280,42,1,2,6,138,4,26,9,33,42,67,307,7,3,2015
332000,1280,18,2,0,0,21,0,9,7,40,68,50,258,4.5,2,2016
335000,1290,20,3,2,3,20,0,17,5,36,66,49,326,8,3,2012
320000,1294,11,2,0,4,13,2,5,14,39,72,60,307,7,1,2004
435000,1300,16,1,1,4,19,2,5,13,39,72,60,299,7,1,2005
205000,1300,9,1,1,0,11,0,3,7,32,78,45,284,3,3,2014
375000,1320,26,5,1,1,18,0,11,12,39,84,51,314,8,3,2007
236500,1328,11,2,0,4,8,2,5,9,39,87,73,306,8,1,2003
622500,1360,55,6,3,10,70,5,79,29,37,80,86,523,9,3,2005
398000,1360,44,14,1,4,55,2,22,5,34,40,36,122,4,3,2005
530000,1360,30,7,1,5,27,7,14,28,31,56,75,408,4,3,2006
310000,1366,85,8,5,8,94,4,27,33,33,71,84,336,9,3,2010
249000,1368,129,14,9,10,78,8,83,37,37,69,48,298,5,3,2008
295000,1392,13,1,0,0,7,3,4,12,28,84,58,319,8,3,2008
329900,1406,20,2,0,1,4,1,15,14,33,53,74,314,8.5,2,2004
330000,1408,19,2,2,1,21,0,11,9,46,94,54,340,8,3,2010
300000,1408,11,2,1,1,16,1,4,9,41,76,56,356,6,3,2015
310000,1408,11,2,0,4,8,2,5,7,39,87,73,344,8,1,2005
323000,1408,37,6,5,4,41,1,39,11,29,69,50,349,3,3,2007
253000,1420,46,2,6,4,62,3,34,9,29,80,24,244,4,3,2013
517500,1428,26,3,5,2,14,3,13,9,33,70,80,385,5,2,2005
340000,1440,98,14,9,12,101,8,57,32,40,68,63,302,5,3,2007
313540,1450,16,3,1,1,12,1,7,5,32,57,75,336,4.5,2,2010
360000,1451,16,0,1,2,25,0,10,4,33,82,47,360,3,3,2008
315500,1452,69,10,5,10,23,7,47,17,40,38,82,352,5,3,2003
290000,1452,0,1,0,0,5,2,0,11,31,68,54,315,8,1,2012
365000,1452,15,8,1,0,34,1,14,4,52,62,64,356,6,3,2010
355000,1452,1,0,0,0,1,0,0,4,37,85,72,307,6,3,2013
311000,1456,1,0,0,0,2,1,0,5,40,87,65,425,9,3,2001
399900,1456,44,7,5,4,39,3,17,10,34,76,73,368,6.5,2,2015
408000,1456,37,6,5,4,41,1,39,11,29,69,50,348,3,3,2005
475000,1462,17,0,0,0,12,4,15,20,32,63,70,348,7,3,2005
415000,1474,23,5,0,2,19,1,21,12,39,82,76,384,8,3,2011
401000,1479,10,1,0,0,13,1,12,12,40,73,86,479,8,3,2011
275000,1480,73,7,8,5,40,4,59,18,35,87,37,319,5,3,2008
350000,1492,44,15,1,4,51,3,20,6,37,62,55,352,4,3,2009
365000,1496,0,0,0,0,2,1,0,2,41,69,77,373,9,3,2010
720000,1525,40,6,2,6,50,4,27,19,41,64,84,576,9,3,2006
